art_id	art_version	art_full	status	description	method	location	notes	created_by	customer
1769	2	1769.2	Approved	Monarch 7”w RD	Screen Print/Heat Transfer		SYE  - HVSA - RD	vrowinsky	003101
1770	1	1770.1	Approved	Monarch (Pocket) 3.5”w x 1.74”	Screen Print/Heat Transfer		SYI	vrowinsky	002256
1770	2	1770.2	Approved	Monarch (Pocket) 3.5”w RD	Screen Print/Heat Transfer		SYI - RD	vrowinsky	003101
189	2	189.2	Approved	"Arbor Masters 6""w WH"	Screen Print/Heat Transfer			mmintz	003101
189	3	189.3	Approved	"Arbor Masters 6""w NV"	Screen Print/Heat Transfer		QF3	mmintz	003101
259	2	259.2	Approved	"Philmont Bottoms 1.61"" GY"	Embroidery		AHT	vrowinsky	003101
398	2	398.2	Approved	Ruppert Nurseries 4”w WH	Screen Print/Heat Transfer		SFL - WH	mmintz	003101
399	2	399.2	Approved	Ruppert Nurseries 11”w BK	Screen Print/Heat Transfer		SFM - BK	mmintz	003101
503	2	503.2	Approved	"Ironwood 3.5""w RDYWBK"	Screen Print/Heat Transfer		RCF - RDYWBK	mmintz	003101
511	2	511.2	Approved	"Campo 12""w RDBK"	Screen Print/Heat Transfer		QGR - RDBK	mmintz	003101
512	2	512.2	Approved	"Campo 12""w BK"	Screen Print/Heat Transfer		QGS - BK	mmintz	003101
1734	1	1734.1	Approved	EDM w/ tagline 3.01”w X 2.61”h	Embroidery		C6K	vrowinsky	047126
1735	1	1735.1	Approved	EDM 1C 3”w X 2.64”h	Screen Print/Heat Transfer		TKV	vrowinsky	047126
1736	1	1736.1	Approved	Everett 1C 3.5”w x 1.03”h	Screen Print/Heat Transfer		T1J	mmintz	002121
1737	1	1737.1	Approved	EDM 2C 3”w X 2.64”h	Screen Print/Heat Transfer		TL3	vrowinsky	047126
1738	1	1738.1	Approved	West Tree 3.5”w x 1.26”h	Screen Print/Heat Transfer		T1R	mmintz	002121
1739	1	1739.1	Approved	"Cert Tree Worker 1.7""w x 2.62"""	Screen Print/Heat Transfer		R1H	vrowinsky	974
1740	1	1740.1	Approved	Woodson 3.5”w x 0.87”h	Screen Print/Heat Transfer		T1S	mmintz	002121
1741	1	1741.1	Approved	"Row Care 3.5""w x 0.64""h"	Screen Print/Heat Transfer		RSI	mmintz	002121
1742	1	1742.1	Approved	"Trees Are good 3.5""w x 1.44""h"	Screen Print/Heat Transfer		GAQ	vrowinsky	974
1743	1	1743.1	Approved	ISA Urban Forest 2.04”w x 3.53	Embroidery		BT3	mmintz	974
1744	1	1744.1	Approved	"Cert Tree Climber 2.05"" x 3.53"	Embroidery		B89	mmintz	974
1745	1	1745.1	Approved	"Tree Care Utility 4""w x 2.2""h"	Embroidery		AIH	vrowinsky	001880
1746	1	1746.1	Approved	"Tree Care Nation 4""w x 1.84""h"	Screen Print/Heat Transfer		G9F	mmintz	001880
1747	1	1747.1	Approved	"Tree Care of NY 4""w x 1.84""h"	Screen Print/Heat Transfer		G9E	mmintz	001880
1748	1	1748.1	Approved	"Treeways 9""w x 2.34""h"	Screen Print/Heat Transfer		STP	mmintz	020619
1749	1	1749.1	Approved	Wachtel 7”w x 4.76”h	Screen Print/Heat Transfer		SAP	mmintz	002016
1750	1	1750.1	Approved	XKIG 4.02”w x 1.57”h	Embroidery		BWQ	mmintz	044240
1752	1	1752.1	Approved	"Treesmiths 3C 3.75""w x 1.57""h"	Screen Print/Heat Transfer		G6H	vrowinsky	020619
1753	1	1753.1	Approved	Langs 3.5”w X 2.6”h	Screen Print/Heat Transfer		SYK	vrowinsky	001647
1754	1	1754.1	Approved	"Hazlett 2.5""w X 2""h"	Screen Print/Heat Transfer		RLL	vrowinsky	020619
300	2	300.2	Approved	"Monarch 4""w WHORGN"	Screen Print/Heat Transfer		QYJ	vrowinsky	003101
1707	1	1707.1	Approved	"Monarch True North 7""w x 6.71"""	Screen Print/Heat Transfer		SB2	vrowinsky	002256
1708	1	1708.1	Approved	"Monster PHC BR Tag 3.5""w X 1.8"	Screen Print/Heat Transfer		RGD	vrowinsky	002326
1709	1	1709.1	Approved	"Monster TEAM 12""w x 3.8""h"	Screen Print/Heat Transfer		RVW	vrowinsky	002326
1710	1	1710.1	Approved	"Nelson 3""w x 1.33""h"	Screen Print/Heat Transfer		Q6R	mmintz	001290
1711	1	1711.1	Approved	"Monster Arborist 12""w x 2.5""h"	Screen Print/Heat Transfer		S7C	vrowinsky	002326
1712	1	1712.1	Approved	"Tri-County Electric 9""w x 3""h"	Screen Print/Heat Transfer		R76	vrowinsky	002170
1713	1	1713.1	Approved	O'Connell 3C 4”w x.91”h	Screen Print/Heat Transfer		SXB	mmintz	014800
1714	1	1714.1	Approved	"Tri-County 2C 4""w x 1.3""h"	Screen Print/Heat Transfer		R74	mmintz	002170
1715	1	1715.1	Approved	Tri-County  7”w X 2.28”h	Screen Print/Heat Transfer		RBV	vrowinsky	002170
1716	1	1716.1	Approved	"Tri-County Electric 4""w x 1.25"	Screen Print/Heat Transfer		R75	vrowinsky	002170
1717	1	1717.1	Approved	"Tri-County Elec 3.25"" x 1.08""h"	Embroidery		AB5	vrowinsky	002170
1718	1	1718.1	Approved	"Premier Service 2.87""w x 3.01"""	Embroidery		AVP	mmintz	001488
1719	1	1719.1	Approved	"Rayco 10""w x 6""h"	Screen Print/Heat Transfer		G5F	mmintz	001532
1720	1	1720.1	Approved	PestExperts 1C 3.5”w X 2.24”h	Screen Print/Heat Transfer		SBQ	vrowinsky	001527
1722	1	1722.1	Approved	"Rayco Darks 3.02""w x 2.29""h"	Embroidery		A9B	mmintz	001532
1723	1	1723.1	Approved	"Rayco 3.01""w x 2.28""h"	Embroidery		A9A	mmintz	001532
1724	1	1724.1	Approved	SavATree Canada 3.51”w x 2.28”	Embroidery		BXV	mmintz	001647
1725	1	1725.1	Approved	"SCA Conser 65 yrs 9.5""w x 5.9"""	Screen Print/Heat Transfer		RFG	mmintz	002118
1726	1	1726.1	Approved	Don’s All Green 12”w x 5.2”h	Screen Print/Heat Transfer		THI	mmintz	040608
1727	1	1727.1	Approved	"Don’s All Green 4.5""w x 1.9""h"	Screen Print/Heat Transfer		THH	mmintz	040608
1728	1	1728.1	Approved	Everett 3.51”w x 1.05”h	Embroidery		BTX - HAT	mmintz	002121
1729	1	1729.1	Approved	Rayor's Edge 3.99”w x 1.53”h	Embroidery		BZ2	mmintz	002121
1730	1	1730.1	Approved	New Urban 3.51”w x 1.85”h	Embroidery		BU2 - HAT	mmintz	002121
1731	1	1731.1	Approved	"SAT Canada HAT 3.08”w X 2.02""h"	Embroidery		BXW	vrowinsky	001647
1732	1	1732.1	Approved	New Urban 1C 3.5”w x 1.83”h	Screen Print/Heat Transfer		T1Q	mmintz	002121
1733	1	1733.1	Approved	New Urban 2C 3.5”w x 1.83”h	Screen Print/Heat Transfer		T1P	mmintz	002121
232	2	232.2	Approved	"Xylem Tree Care 3.5""w WHFC"	Embroidery		B8F - WHFC	mmintz	003101
245	2	245.2	Approved	"Xylem Sleeve 2.2""w BK"	Screen Print/Heat Transfer		QAR - BK	mmintz	003101
647	2	647.2	Approved	"Monster ""Arborist"" 12” BRGN"	Screen Print/Heat Transfer		RZH - BRGN	mmintz	003101
1704	1	1704.1	Approved	"DiGeronimo Develop 4""w X .79""h"	Screen Print/Heat Transfer		S3I	vrowinsky	000949
1705	1	1705.1	Approved	"Sustainable Solutions 4""w x 2"""	Embroidery		AIJ	vrowinsky	002256
1706	1	1706.1	Approved	"Monarch True North 3.5"" x 3.36"	Screen Print/Heat Transfer		SBV	vrowinsky	002256
1699	1	1699.1	Approved	Aerial Solutions 4”w X 2.84”h	Embroidery		BXI	vrowinsky	039012
1700	1	1700.1	Approved	Aerial Solutions 3.13”w X 2.22	Embroidery		BXJ - HAT	vrowinsky	039012
1701	1	1701.1	Approved	Aerial Solutions 4.01”w X 0.75	Embroidery		BYL	vrowinsky	039012
1702	1	1702.1	Approved	Aerial Solutions 2.76”w X 0.53	Embroidery		BYM - HAT Panel	vrowinsky	039012
1703	1	1703.1	Approved	Aerial Sol Script 12”w X 3.01”	Screen Print/Heat Transfer		TBX	vrowinsky	039012
121	2	121.2	Approved	"ISA Hats 3.80""w BK"	Embroidery		ACH - BK	mmintz	003101
133	3	133.3	Approved	Lucas 3.5”w WH	Screen Print/Heat Transfer		SYR - WH	vrowinsky	003101
134	2	134.2	Approved	"ISA BCMA 1.5""w BK"	Embroidery		A6P - BK	mmintz	003101
134	3	134.3	Approved	"ISA BCMA 1.5""w WH"	Embroidery		A6P - WH	mmintz	003101
1694	1	1694.1	Approved	"Townsend 3 yrs 3.46""w X 1.99""h"	Embroidery		AVC	vrowinsky	002121
1694	2	1694.2	Approved	"Townsend 3 yrs 3.46""w WHGD"	Embroidery		AVC - WHGD	vrowinsky	003101
1695	1	1695.1	Approved	"Townsend SF 3.01""w x 2.2""h"	Embroidery		AAT	vrowinsky	002121
1695	2	1695.2	Approved	"Townsend SF 3.01""w BK"	Embroidery		AAT - BK	vrowinsky	003101
1696	1	1696.1	Approved	"ISA 2.99""w x 2.66""h"	Embroidery		A6N	mmintz	000974
1696	2	1696.2	Approved	"ISA 2.99""w BK"	Embroidery		A6N - BK	mmintz	003101
1696	3	1696.3	Approved	"ISA 2.99""w WH"	Embroidery		A6N - WH	mmintz	003101
1697	1	1697.1	Approved	"ISA Emb Circle Patch 2.25"""	Hat Press Heat Press		GDC	mmintz	000974
1697	2	1697.2	Approved	"ISA Emb Circ Patch 2.25"" WHBK"	Hat Press Heat Press		GDC - WHBK	mmintz	003101
1698	1	1698.1	Approved	"Cert Tree Worker 1.7""w x 2.62"""	Embroidery		A3J	mmintz	000974
1698	2	1698.2	Approved	"Cert Tree Worker 1.7""w WHBK"	Embroidery		A3J - WHBK	mmintz	003101
1698	3	1698.3	Approved	"Cert Tree Worker 1.7""w BKWH"	Embroidery		A3J - BKWH	mmintz	003101
171	2	171.2	Approved	"ISA BCMA 1C 2""w WH"	Screen Print/Heat Transfer		G7E R39 - WH	mmintz	003101
171	3	171.3	Approved	"ISA BCMA 1C 2""w BK"	Screen Print/Heat Transfer		G7E R39 - BK	mmintz	003101
176	2	176.2	Approved	"ISA member 3""w Multi"	Screen Print/Heat Transfer		RT6 - Multi	mmintz	003101
177	2	177.2	Approved	"ISA Member 3.02""w WHBK"	Embroidery		B2Q - WHBK	mmintz	003101
178	3	178.3	Approved	"NGG Gilbert 3.75""w BK"	Screen Print/Heat Transfer		Q6X - BK	vrowinsky	003101
204	2	204.2	Approved	"ISA Future Arborist 4""w BK"	Screen Print/Heat Transfer		QFK	mmintz	003101
225	4	225.4	Approved	Southern Line 3.5”w WH	Embroidery		BEV - WH	vrowinsky	003101
236	2	236.2	Approved	"ISA Utility Spec 2""w BK"	Screen Print/Heat Transfer		G7F - BK	mmintz	003101
425	4	425.4	Approved	Swarts Mowing  3.5”w GY	Embroidery		BMW - GY	vrowinsky	003101
535	2	535.2	Approved	Lucas Safety 3.5”w BK	Screen Print/Heat Transfer		T3I - BK	vrowinsky	003101
535	3	535.3	Approved	Lucas Safety 3.5”w WH	Screen Print/Heat Transfer		T3I - WH	vrowinsky	003101
554	2	554.2	Approved	"Row Care Safety 3.5""w BK"	Screen Print/Heat Transfer		RQ9 - BK	vrowinsky	003101
77	2	77.2	Approved	"Certified Arb 1.69""w WH"	Embroidery		A3H	mmintz	003101
77	3	77.3	Approved	"Certified Arb 1.69""w BK"	Embroidery		A3H	mmintz	003101
873	2	873.2	Approved	Swartz Pipeline 3.52”w GY	Embroidery		BMX - GY	vrowinsky	003101
90	2	90.2	Approved	"ISA Certified Arb 2""w BK"	Screen Print/Heat Transfer		Q32	mmintz	003101
90	3	90.3	Approved	"ISA Certified Arb 2""w WH"	Screen Print/Heat Transfer		Q32	mmintz	003101
903	2	903.2	Approved	"Landscape unlimited 2.5"" WHBK"	Embroidery		AW8 - WHBK	vrowinsky	003101
98	4	98.4	Approved	"Townsend 1C 3.75""w WHYW"	Screen Print/Heat Transfer		Q9Q - WHYW	vrowinsky	003101
106	2	106.2	Approved	"Arbor Metrics 4""w FC"	Screen Print/Heat Transfer		SUZ - FC	mmintz	003101
123	3	123.3	Approved	"NG Gilbert 3.01""w BKGD"	Embroidery		A8D - BKGD	vrowinsky	003101
158	2	158.2	Approved	"Wright Tree 2.24""w WH"	Embroidery		ABY - WH Right Chest above pocket	vrowinsky	003101
158	3	158.3	Approved	"Wright Tree 2.24""w BK"	Embroidery		ABY - BK	vrowinsky	003101
1585	3	1585.3	Approved	"SAT 5 Yr Award 4""w BKGN"	Embroidery		A9L - BKGN	mmintz	003101
1663	2	1663.2	Approved	Bartlett 1.95”w GN	Screen Print/Heat Transfer		T21 - GN	vrowinsky	003101
1691	1	1691.1	Approved	Aerial Solutions 4”w X 2.81”h	Screen Print/Heat Transfer		TAN	vrowinsky	039012
1691	2	1691.2	Approved	Aerial Solutions 4”w x WH	Screen Print/Heat Transfer		TAN - WH	vrowinsky	003101
1691	3	1691.3	Approved	Aerial Solutions 4”w BK	Screen Print/Heat Transfer		TAN - BK	vrowinsky	003101
1692	1	1692.1	Approved	Aerial Solutions 12”w x 8.44”h	Screen Print/Heat Transfer		TAP	vrowinsky	039012
1692	2	1692.2	Approved	Aerial Solutions 12”w WH	Screen Print/Heat Transfer		TAP - WH	vrowinsky	003101
1692	3	1692.3	Approved	Aerial Solutions 12”w BK	Screen Print/Heat Transfer		TAP - BK	vrowinsky	003101
1693	1	1693.1	Approved	Bartlett (vinyl) 1.95”w X 2.5”	Screen Print/Heat Transfer		GE5	vrowinsky	002120
1693	2	1693.2	Approved	Bartlett (vinyl) 1.95”w GN	Screen Print/Heat Transfer		GE5 - GN	vrowinsky	003101
225	2	225.2	Approved	Southern Line 3.5”w BK	Embroidery		BEV - BK	vrowinsky	003101
225	3	225.3	Approved	Southern Line 3.5”w GN	Embroidery		BEV - GN	vrowinsky	003101
228	2	228.2	Approved	"McAllister 3.5""w WH"	Embroidery		AD3 - WH	vrowinsky	003101
228	3	228.3	Approved	"McAllister 3.5""w BK"	Embroidery		AD3 - BK	vrowinsky	003101
264	2	264.2	Approved	Arizona Conservation 3.5 FC	Screen Print/Heat Transfer		S78 - FC	vrowinsky	003101
308	2	308.2	Approved	"NG Gilbert Safety 3.5""w BK"	Screen Print/Heat Transfer		RQ8 - BK	vrowinsky	003101
352	2	352.2	Approved	"Davey Wickes 3.5""w WH"	Screen Print/Heat Transfer		QAG - WH	vrowinsky	003101
392	2	392.2	Approved	"NG Gilbert Safety 3""w BKGDWH"	Embroidery		A8F - BKGDWH	vrowinsky	003101
392	3	392.3	Approved	"NG Gilbert Safety 3""w WHGD"	Embroidery		A8F - WHGD	vrowinsky	003101
425	2	425.2	Approved	Swarts Mowing  3.5”w BK	Embroidery		BMW - BK	vrowinsky	003101
425	3	425.3	Approved	Swarts Mowing  3.5”w WH	Embroidery		BMW - WH	vrowinsky	003101
491	2	491.2	Approved	Bartlett 1.17”w YW	Screen Print/Heat Transfer		RYP - YW	vrowinsky	003101
537	2	537.2	Approved	Arbor Metrics 7”w FC	Screen Print/Heat Transfer		STT - FC	mmintz	003101
71	3	71.3	Approved	"Asplundh 3.18""w OR"	Screen Print/Heat Transfer		G1J - OR	vrowinsky	003101
78	4	78.4	Approved	Arbor Metrics 4.02”w FC	Embroidery		BQG - HAT - FC	vrowinsky	003101
867	2	867.2	Approved	"SCA 1.6""w WH"	Screen Print/Heat Transfer		G5P - WH	vrowinsky	003101
88	3	88.3	Approved	"Nelson 3.02""w GNRDWH"	Embroidery		A88 - GNRDWH	vrowinsky	003101
98	2	98.2	Approved	"Townsend 1C 3.75""w WH"	Screen Print/Heat Transfer		Q9Q - WH	vrowinsky	003101
98	3	98.3	Approved	"Townsend 1C 3.75""w BK"	Screen Print/Heat Transfer		Q9Q - BK	vrowinsky	003101
115	2	115.2	Approved	"Monster 5""w WHGNOR"	Screen Print/Heat Transfer		S64 (G4D (Obsolete)) - WHGNOR	mmintz	003101
123	2	123.2	Approved	"NG Gilbert 3.01""w WHGD"	Embroidery		A8D - WHGD	vrowinsky	003101
133	2	133.2	Approved	Lucas 3.5”w BK	Screen Print/Heat Transfer		SYR - BK	mmintz	003101
1585	2	1585.2	Approved	"SAT 5 Yr Award 4""w KHGN"	Embroidery		A9L - KHGN	vrowinsky	003101
1635	3	1635.3	Approved	"SavATree 9""w NV"	Screen Print/Heat Transfer		R9N - NV	mmintz	003101
1637	3	1637.3	Approved	"SavATree 4.5""w WH"	Screen Print/Heat Transfer		Q8J - WH	vrowinsky	003101
1637	4	1637.4	Approved	"SavATree 4.5""w BL"	Screen Print/Heat Transfer		Q8J - BL	mmintz	003101
1687	2	1687.2	Approved	"NG Gilbert 3.75""w GDWH"	Screen Print/Heat Transfer		G4K - GDWH	vrowinsky	003101
1688	1	1688.1	Approved	"Monster Crew 12""w x 3.82""h"	Screen Print/Heat Transfer		Q6J	vrowinsky	002326
1688	2	1688.2	Approved	"Monster Crew 12""w WHGNBR"	Screen Print/Heat Transfer		Q6J - WHGNBR	vrowinsky	003101
1689	1	1689.1	Approved	"SavATree 4""w x 2.05""h"	Embroidery		A9K	mmintz	002398
1689	2	1689.2	Approved	"SavATree 4""w KHGN"	Embroidery		A9K - KHGN	mmintz	003101
1689	3	1689.3	Approved	"SavATree 4""w BKGN"	Embroidery		A9K - BKGN	vrowinsky	003101
1689	4	1689.4	Approved	"SavATree 4""w DKGN"	Embroidery		A9K - DKGN	mmintz	003101
1690	1	1690.1	Approved	"SavATree 13.5""w x 6.79""h"	Screen Print/Heat Transfer		Q8I	vrowinsky	002398
1690	2	1690.2	Approved	"SavATree 13.5""w WH"	Screen Print/Heat Transfer		Q8I - WH	vrowinsky	003101
1690	3	1690.3	Approved	"SavATree 13.5""w BL"	Screen Print/Heat Transfer		Q8I - BL	vrowinsky	003101
178	2	178.2	Approved	"NGG Gilbert 3.75""w WHYW"	Screen Print/Heat Transfer		Q6X - WHYW	vrowinsky	003101
190	2	190.2	Approved	"SavATree Hat 3.99""w KHGN"	Embroidery		A9P - KHGN	vrowinsky	003101
192	4	192.4	Approved	SavATree Care 4.50”w BL	Screen Print/Heat Transfer		RWJ - BL	mmintz	003101
194	2	194.2	Approved	"Monster 3.5""w WHGNOR"	Screen Print/Heat Transfer		(G4E Obsolete) S65 - WHGNOR	vrowinsky	003101
200	2	200.2	Approved	"Townsend SF 1C 3.75""w BK"	Screen Print/Heat Transfer		Q9V - BK	vrowinsky	003101
214	2	214.2	Approved	"Monster Brown 5""w WHGNBR"	Screen Print/Heat Transfer		G4B - WHGNBR	mmintz	003101
240	2	240.2	Approved	"Monster Brown 3.73""w WHGNBR"	Embroidery		A7U - WHGNBR	vrowinsky	003101
26	3	26.3	Approved	"Townsend SF 3.01""w BKGD"	Embroidery		AAU - BKGD	vrowinsky	002121
263	2	263.2	Approved	"Monster BR 2C 3.5""w WHGNBR"	Screen Print/Heat Transfer		G4C - WHGNBR	vrowinsky	003101
316	2	316.2	Approved	"Carroll Tree 4""w WH"	Embroidery		A3E - WH	vrowinsky	003101
402	4	402.4	Approved	Kendall Vegetation 4”w GN	Screen Print/Heat Transfer		SDT - GN	vrowinsky	003101
441	2	441.2	Approved	"SAT Arborscapes 4.6""w BK"	Screen Print/Heat Transfer		SAM - BK	mmintz	003101
451	2	451.2	Approved	"Monster Tree TEAM 12""w BRGN"	Screen Print/Heat Transfer		RSS - BRGN	mmintz	003101
67	2	67.2	Approved	"Asplundh 3.18""w BK"	Embroidery		A2L - BK	vrowinsky	003101
67	3	67.3	Approved	"Asplundh 3.18""w OR"	Embroidery		A2L - OR	vrowinsky	003101
68	3	68.3	Approved	SavATree 3.5”w BKGN	Embroidery		BGT - BKGN	vrowinsky	003101
69	3	69.3	Approved	"Townsend 3.01""w BKGD"	Embroidery		BKGD - AAL	mmintz	003101
70	3	70.3	Approved	"Xylem 3.5""w BKGNGN"	Embroidery		AC2 - BKGNGN	vrowinsky	003101
82	2	82.2	Approved	"Xylem Tree 4""w GNGNBK"	Screen Print/Heat Transfer		G74 - GNGNBK	mmintz	003101
82	3	82.3	Approved	"Xylem Tree 4""w GNGNWH"	Screen Print/Heat Transfer		G74 - GNGNWH	mmintz	003101
86	2	86.2	Approved	SavATree 4”w KHGN	Embroidery		B5H - KHGN	vrowinsky	003101
86	3	86.3	Approved	SavATree 4”w BKGN	Embroidery		B5H - BKGN	mmintz	003101
87	2	87.2	Approved	"Monster 3.73""w WHGNOR"	Embroidery		(A7Y Obsolete code) BA4 - WHGNOR	vrowinsky	003101
95	2	95.2	Approved	SavATree 3.5”w WHGN	Screen Print/Heat Transfer		SGG - WHGN	mmintz	003101
95	3	95.3	Approved	SavATree 3.5”w BKGN	Screen Print/Heat Transfer		SGG - BKGN	mmintz	003101
955	2	955.2	Approved	Swartz Pipeline 3.5”w BK	Screen Print/Heat Transfer		SQY - BK	mmintz	003101
145	2	145.2	Approved	"Bartlett FB 10""w WH"	Screen Print/Heat Transfer		Q2B	vrowinsky	003101
1686	1	1686.1	Approved	"SCA Alumni 9.5""w x 9.27""h"	Screen Print/Heat Transfer		QWL	vrowinsky	034240
1686	2	1686.2	Approved	"SCA Alumni 9.5""w WH"	Screen Print/Heat Transfer		QWL - WH	vrowinsky	003101
1687	1	1687.1	Approved	"NG Gilbert 3.75""w x 2""h"	Screen Print/Heat Transfer		G4K	vrowinsky	002121
186	2	186.2	Approved	"Townsend Arborcare 4""w BKGN"	Embroidery		ANK - BKGN	vrowinsky	003101
25	2	25.2	Approved	"Townsend SF 3.75""w WHGD"	Screen Print/Heat Transfer		Q9W Townsend Safety First - WHGD	vrowinsky	003101
26	2	26.2	Approved	"Townsend SF 3.01""w WHGD"	Embroidery		AAU Townsend SF - WHGD	vrowinsky	003101
271	2	271.2	Approved	"Integrity Tree 3.5""w WHGN"	Embroidery		AVR - WHGN Hat	vrowinsky	003101
337	2	337.2	Approved	"Bartlett Shield 1.77""w YW"	Embroidery		A2U	vrowinsky	003101
558	2	558.2	Approved	"Integrity Tree 8""w BK"	Screen Print/Heat Transfer		RHX - HVSA - BK	vrowinsky	003101
69	2	69.2	Approved	"Townsend 3.01""w WHGD"	Embroidery		AAL - WHGD	vrowinsky	003101
79	2	79.2	Approved	"Bartlett 4""w GN"	Screen Print/Heat Transfer		Q2A - GN	vrowinsky	003101
79	3	79.3	Approved	"Bartlett 4""w WH"	Screen Print/Heat Transfer		Q2A	vrowinsky	003101
850	2	850.2	Approved	"Forest Preserves 3.5""w WH"	Screen Print/Heat Transfer		SHA - WH	vrowinsky	003101
100	3	100.3	Approved	"CVA Stewards 2.26""w WH"	Embroidery		AIS - WH	vrowinsky	003101
101	4	101.4	Approved	"CVA Americorps 3.5"" WH"	Embroidery		AIT - WH	vrowinsky	003101
146	2	146.2	Approved	"SIP NPS 2.5""w BRGNBL"	Embroidery		AIU - BRGNBL	vrowinsky	003101
1678	1	1678.1	Approved	"Flex Tech 3""w x 1.6""h"	Screen Print/Heat Transfer		G3C	mmintz	000949
1679	1	1679.1	Approved	"Precision Pro Cut 2.76""w x 1.6"	Embroidery		A6K	mmintz	000949
1680	1	1680.1	Approved	"Precision 2.76""w x 1.39""h"	Embroidery		A8W	mmintz	000949
1681	1	1681.1	Approved	"Ironwood 2""w x 1""h"	Embroidery		B7B	mmintz	014905
1682	1	1682.1	Approved	"Terry Tree 2""w X 1.9""h"	Embroidery		ASW	mmintz	014905
1683	1	1683.1	Approved	Lucas 3.5”w x 1.05”h	Embroidery		BTV	mmintz	001140
1684	1	1684.1	Approved	Byrider 4”w x 1.18”h	Screen Print/Heat Transfer		THR	mmintz	000995
1685	1	1685.1	Approved	"Maverick 1C 3.71""w x 1.98""h"	Embroidery		BD4	mmintz	001180
182	3	182.3	Approved	"Rainbow TreeCare 4""w WH"	Screen Print/Heat Transfer		QB6 - WH	vrowinsky	003101
33	3	33.3	Approved	"Davey RG 3.51""w BK"	Embroidery		AFC - BK	vrowinsky	003101
33	4	33.4	Approved	"Davey RG 3.51""w BKGN"	Embroidery		AFC - BKGN	vrowinsky	002388
450	3	450.3	Approved	"Integrity Tree 11""w WH"	Screen Print/Heat Transfer		RJ9 - WH	vrowinsky	003101
1663	1	1663.1	Approved	Bartlett 1.95”w X 2.5”h	Screen Print/Heat Transfer		T21	vrowinsky	002120
1664	1	1664.1	Approved	"Bartlett Shield 1.77""w x 2.27"""	Screen Print/Heat Transfer		Q2D	vrowinsky	002120
1665	1	1665.1	Approved	"Rancho Tree 3.5""w x 3.27""h"	Screen Print/Heat Transfer		S9X	vrowinsky	019999
1666	1	1666.1	Approved	"Brightview 3"" x 1.2"""	Screen Print/Heat Transfer		G1P	vrowinsky	000332
1667	1	1667.1	Approved	Gatehouse 4”w X 0.64”h	Embroidery		BZ9 - HAT	vrowinsky	002412
1668	1	1668.1	Approved	"Brookes & Hend 2.5""w X 1.83""h"	Embroidery		AU5 - HAT	mmintz	002412
1669	1	1669.1	Approved	Gatehouse 4”w X 0.59”h	Screen Print/Heat Transfer		TCK	mmintz	002412
1670	1	1670.1	Approved	"CLE Metroparks Zoo 3.5""w x 2.5"	Screen Print/Heat Transfer		S8S	mmintz	000461
1671	1	1671.1	Approved	"Scientists in Parks 4""w x .36"""	Embroidery		AMW	mmintz	002397
1672	1	1672.1	Approved	Davey 2”w X 0.62”h	Screen Print/Heat Transfer		SVM - Small Garments	mmintz	002387
1673	1	1673.1	Approved	"Decco 8""w x 7.23""h"	Screen Print/Heat Transfer		QFQ	mmintz	002429
1675	1	1675.1	Approved	"Arborwear 2C 2.25""w x 0.75""h"	Screen Print/Heat Transfer		GBS	mmintz	003101
1676	1	1676.1	Approved	"Precision 2.75""w x 1.4""h"	Screen Print/Heat Transfer		G3F	mmintz	000949
1677	1	1677.1	Approved	"Precision Pro Cut 2.75""w x 1.6"	Screen Print/Heat Transfer		G3G	mmintz	000949
32	3	32.3	Approved	"Davey RG 3.5""w WH"	Screen Print/Heat Transfer		QEM - WH	vrowinsky	003101
33	2	33.2	Approved	"Davey RG 3.51""w WH"	Embroidery		AFC - WH	vrowinsky	003101
1659	1	1659.1	Approved	Arbor Works 1.97”w X 2”h	Screen Print/Heat Transfer		SPY	vrowinsky	000011
1661	1	1661.1	Approved	"Aspen Tree Circle 12""w x 11.8"""	Screen Print/Heat Transfer		Q26	vrowinsky	002160
